u,g,r,i,z,cluster
25.17292,22.87953,21.67345,20.68073,19.92109,1
19.69919,18.55028,17.96723,17.55151,17.34909,0
23.8912,21.86128,20.84466,19.7597,19.34181,1
23.03463,22.03852,20.39107,19.51505,19.12346,2
22.77216,20.57867,18.95712,18.2789,17.92062,2
22.92884,20.74117,20.33644,20.13741,20.02525,1
23.1382,21.87572,21.2141,20.37603,19.83627,1
25.36718,22.42821,20.82666,19.87775,19.40796,1
18.86866,17.87629,17.55711,17.4791,17.42266,0
21.67758,20.53053,20.02153,19.83981,19.50235,2
24.90701,23.22258,20.93095,19.96517,19.69043,1
20.83175,20.61123,20.3864,20.43044,20.21391,2
21.5758,20.21746,19.86041,19.77703,19.84632,2
23.01391,21.20125,20.90838,20.69736,20.68754,1
19.72612,18.80769,18.44058,18.30727,18.23749,0
19.79779,19.75672,19.52185,19.49314,19.67205,2
22.6803,21.40778,20.34786,19.46375,19.1046,2
21.77744,19.62357,18.58182,18.16358,17.91808,2
22.16548,20.80935,20.22787,20.04969,19.96121,2
21.43525,19.61789,18.05197,17.46312,17.06159,0
24.52969,21.96917,20.89363,20.67669,20.70672,1
20.46085,18.51404,17.52966,17.10176,16.80852,0
23.33842,18.31224,16.84758,16.3609,16.24659,0
21.89542,21.60826,21.26872,21.04419,20.94917,1
19.09671,17.81599,17.24585,16.84826,16.60722,0
19.38249,18.11671,17.67435,17.52345,17.43749,0
22.47887,20.42702,19.21441,18.68136,18.35408,2
21.86203,21.5049,21.15321,21.11064,21.09105,1
22.35765,24.71684,21.57677,20.35955,19.44744,1
22.18796,20.61468,18.8459,18.15196,17.74706,2
23.53341,22.76791,20.40131,19.47901,19.08871,1
21.18325,18.91836,17.70768,17.21386,16.79564,0
20.28985,20.26399,19.85846,19.73491,19.6366,2
17.86033,16.79228,16.43001,16.30923,16.25873,0
20.47053,19.76519,19.59539,19.48023,19.33868,2
23.55203,22.65047,20.71855,19.77068,19.41026,1
18.19062,16.63581,15.96927,15.7155,15.58721,0
19.71809,18.2114,17.62006,17.40635,17.3156,0
22.86941,22.21379,20.61899,19.42282,18.86846,2
19.67595,17.69941,16.75628,16.34442,15.99125,0
20.91533,18.8079,17.89834,17.52427,17.31111,0
21.75707,21.92411,22.07865,21.67054,21.13389,1
21.87711,21.32463,21.33073,21.20821,21.31059,1
25.66452,23.69642,21.91664,20.62387,19.89841,1
22.59524,21.83001,20.8892,20.03758,19.80082,1
22.67143,22.67358,21.1433,20.25901,19.50461,1
26.27549,21.96394,20.16833,19.24579,18.76892,1
23.26354,22.9493,21.07078,19.82964,19.24818,1
22.35032,22.24373,21.78072,21.63942,21.47122,1
25.05272,22.91309,22.25125,21.69614,20.82194,1
21.16194,20.22626,20.02758,19.87783,20.10127,2
24.10851,22.90338,24.17746,21.90424,22.07615,1
24.14896,22.3966,20.6665,19.5963,19.29886,1
21.97585,21.94106,21.63603,21.58318,22.10222,1
23.35887,21.6639,19.95918,19.1295,18.71105,2
22.70201,21.6382,20.77253,20.34563,20.39538,1
18.47976,17.2674,16.70564,16.35708,16.11832,0
22.86829,20.79563,18.86879,18.18517,17.72491,2
21.14794,20.80781,20.33852,20.38895,20.18263,2
23.0337,22.36465,21.32229,20.45243,20.04349,1
21.39898,19.5638,18.39721,17.87096,17.54892,2
21.2862,18.75171,17.24985,16.71712,16.38395,0
18.56984,17.43711,16.94517,16.6015,16.44303,0
23.65104,21.70954,20.23153,19.21312,18.43437,2
19.35003,17.3881,16.3588,15.91436,15.53124,0
24.55615,22.66951,20.89899,19.81041,19.3507,1
25.90059,22.27057,21.72617,21.14677,20.77423,1
24.13176,22.16567,21.04249,21.1867,18.53581,1
20.21364,18.44651,17.5599,17.17464,16.83814,0
23.42944,21.48634,19.39281,18.76129,18.37949,2
22.9486,21.94811,20.07289,19.11613,18.59042,2
23.94143,21.79274,21.02147,20.46827,20.19757,1
20.97304,20.81302,20.43945,20.31243,20.14372,2
18.41628,17.47558,17.09649,16.9619,16.91242,0
22.50598,21.55378,20.89574,20.14075,19.70415,1
22.26245,21.55371,20.60437,19.86626,19.52014,2
25.32987,23.64969,21.88781,20.44698,19.77819,1
23.69793,21.58556,21.75227,20.91376,19.73727,1
21.9012,21.74282,21.68167,21.37414,21.63207,1
22.30767,19.87137,18.34578,17.43142,16.96296,2
22.37864,20.79755,19.30141,18.41845,17.89873,2
26.10754,22.60324,20.56721,19.54283,19.06975,1
20.86012,19.76233,19.20613,18.97062,18.88628,2
25.02935,22.47771,20.85913,19.77874,19.19025,1
23.4921,21.56451,21.30817,20.90227,20.67382,1
19.85069,18.08748,17.1515,16.71228,16.39167,0
19.19967,18.98641,18.74702,18.77953,18.7044,2
22.57614,21.75468,21.29772,20.98199,20.66065,1
22.84723,22.90683,21.29287,20.09194,19.36949,1
24.08602,23.37349,20.85902,19.79736,19.40355,1
21.41358,21.11323,20.86857,20.7654,20.26616,1
19.15551,17.43852,16.77859,16.5728,16.4475,0
18.55435,16.48308,15.51491,15.09528,14.76625,0
23.38872,23.48301,21.97663,20.87458,19.92241,1
21.04273,19.52524,18.95503,18.77956,18.66335,2
22.93419,21.77514,21.96134,21.62767,21.24921,1
19.98515,18.31392,17.27095,16.76286,16.39213,0
23.07019,22.92898,22.45525,21.84309,22.17559,1
19.49359,18.25328,17.55948,17.20125,16.93519,0
23.24872,21.81989,20.07266,19.18554,18.84849,2
21.02978,21.24161,20.65191,20.51917,20.51723,1
21.44006,21.88192,21.88377,21.44778,21.1152,1
24.4822,22.5816,21.55614,21.40437,21.48318,1
24.06849,22.74574,21.14073,20.05791,19.38824,1
23.79233,23.17194,22.61403,22.4805,21.89292,1
26.86571,21.85144,20.77695,19.67693,19.31195,1
20.23238,19.24946,19.04356,18.94587,18.91817,2
26.02147,21.83139,21.50283,21.39355,20.56778,1
21.55952,21.11652,20.9541,21.04107,20.95677,1
21.66769,19.7842,18.13573,17.51614,17.12797,2
23.44767,21.86284,20.23146,19.12696,18.85608,2
23.21253,22.94513,21.34812,20.3413,19.79561,1
19.62242,18.47956,17.38117,16.90914,16.56014,0
23.18752,22.71428,20.9664,19.83728,19.50069,1
19.83554,18.10128,16.99239,16.54976,16.20001,0
19.14734,18.1742,17.6272,17.24057,17.06618,0
19.13251,17.25811,16.52017,16.24561,16.12403,0
22.95509,21.9853,20.57471,19.58977,19.23564,1
21.72982,21.40837,20.97183,20.6799,21.04683,1
19.95612,20.06788,19.77089,19.69009,19.67254,2
24.64965,20.83884,18.99209,18.18623,17.77518,2
23.91163,21.39458,20.1658,19.56856,19.31185,2
20.28154,20.14739,19.84736,19.89002,19.6084,2
21.55892,21.29729,21.36021,20.96521,20.75391,1
22.15027,21.47326,21.34556,21.64692,20.96872,1
24.51824,22.79011,21.24635,20.12267,19.6343,1
20.51503,18.42067,17.3665,16.9324,16.5689,0
23.60369,23.1248,22.4003,21.62845,21.94029,1
24.3559,23.96662,21.92018,20.68535,19.8928,1
18.33129,16.51204,15.7045,15.32226,15.01338,0
19.6159,17.94291,17.09418,16.62141,16.26891,0
20.99411,20.98919,19.22402,18.40853,18.13608,2
24.41769,21.38947,19.6,18.80812,18.21119,2
20.93123,20.87353,20.85465,20.71391,20.71079,1
21.43522,21.04532,21.07225,20.97476,20.80325,1
21.80309,21.09232,19.76066,19.02113,18.64657,2
24.37075,23.017,21.46467,20.23589,19.57517,1
22.45537,21.75396,21.96178,21.97223,21.92434,1
20.75597,20.43321,20.32285,20.19661,19.94776,2
20.08777,18.5786,17.99903,17.75916,17.65604,0
21.42612,19.33937,18.2739,17.76578,17.48285,2
22.17455,20.95544,19.154,18.56757,18.14644,2
16.3994,15.2335,15.11514,20.06216,22.82654,0
23.37502,22.82584,20.7256,19.55985,19.15728,1
23.29919,22.80803,21.6308,20.72257,20.76216,1
24.95613,22.15184,20.46967,19.52179,19.10018,1
21.06915,19.25875,17.88814,17.37122,16.97739,0
21.70694,20.5743,19.33774,18.9109,18.65255,2
20.92306,19.95914,18.32487,17.72575,17.31962,2
25.52527,21.56189,20.3424,19.595,19.31588,1
19.93626,19.65156,19.56559,19.4622,19.33857,2
22.06746,21.36757,20.67642,19.77528,19.34433,2
21.45354,19.19185,17.96644,17.44881,17.09991,0
22.20462,21.87631,19.96532,19.15552,18.80836,2
18.74091,17.33998,16.88657,16.6842,16.59995,0
23.50583,22.72987,22.61283,22.90677,21.98857,1
26.41918,21.19953,19.38311,18.76199,18.33155,2
23.01668,20.4408,19.68962,19.37816,19.20234,2
17.86076,16.65158,16.66246,16.69478,16.69027,0
22.33467,21.16137,19.49758,18.74752,18.31312,2
22.74873,21.54936,20.35639,19.54961,19.49455,2
21.33434,22.00976,20.31866,20.06998,19.74765,2
25.81297,23.27086,22.01706,20.81233,19.91724,1
25.39985,24.57401,22.033,22.2282,21.62295,1
22.24988,20.12087,18.89411,18.34657,17.93912,2
17.48464,16.03246,15.5347,15.37162,15.32637,0
19.85907,18.17206,17.29586,16.85747,16.4653,0
22.03848,19.53211,17.95508,17.19673,16.7283,0
19.33893,18.09283,17.44032,16.99916,16.7967,0
19.924,18.32524,17.40459,16.91594,16.60406,0
19.13871,17.89255,17.15458,16.75392,16.50815,0
20.00456,18.61843,17.94094,17.55906,17.34462,0
22.21879,22.13176,21.97784,21.82063,21.19715,1
19.37279,18.15403,17.71364,17.55256,17.4918,0
23.78164,23.39847,21.35696,19.59505,18.63015,1
19.7488,17.905,16.98029,16.5265,16.17813,0
23.72366,23.07236,21.04594,19.74614,19.199,1
20.74564,20.50723,20.51735,20.57448,20.3553,2
23.82581,22.49353,21.32948,19.81026,19.22052,1
20.26866,20.10304,19.94849,19.76422,19.66154,2
19.21908,17.45641,16.86129,16.50977,16.26507,0
19.47557,17.60126,16.69192,16.26701,15.9845,0
22.42896,21.82579,21.66411,21.73312,22.75183,1
20.4044,18.57,17.67764,17.29179,17.00832,0
20.91686,18.94975,17.80274,17.33279,16.98359,0
23.13206,22.1118,20.75572,19.76591,19.73554,1
22.68665,21.08312,19.31044,18.62422,18.18407,2
24.46899,22.92307,22.39931,22.02024,21.12756,1
23.34616,24.65069,21.33778,20.01309,19.82566,1
26.9121,20.2356,18.2989,17.62268,17.2071,2
21.27203,20.78664,20.6324,20.50536,20.28928,1
26.19461,22.11405,20.4287,19.58928,19.22496,1
25.98428,23.43365,23.19473,21.65197,21.06399,1
19.12145,18.45437,18.16207,18.05678,17.97438,0
26.87591,21.29204,21.0564,19.6594,20.5976,1
18.72478,17.41839,16.79077,16.39697,16.16787,0
25.62311,24.62602,23.0822,21.37087,20.0286,1
23.10503,21.34309,19.57242,18.81716,18.40231,2
19.01401,17.82117,17.41196,17.18541,17.12988,0
25.21787,22.37929,20.82214,19.67066,19.23402,1
23.31388,21.38607,20.87588,20.9288,21.13107,1
25.84567,22.7024,20.78541,19.81836,19.34868,1
18.79247,18.49507,18.64512,18.48418,18.48228,0
22.3863,20.99784,20.72633,20.53658,20.46864,1
23.88038,20.81468,20.35918,20.25401,20.31247,1
24.34382,22.75538,21.04225,19.9191,19.33049,1
19.67174,18.46115,17.77336,17.40172,17.13559,0
24.79189,21.9842,21.50516,21.33631,21.31178,1
22.22861,21.80352,21.57803,21.50568,21.6751,1
21.9862,21.55689,21.30773,21.19415,20.95223,1
23.43245,21.66769,20.5734,19.77893,19.47972,1
25.12647,21.84322,20.27789,19.37901,18.90793,1
24.30234,23.45883,21.5935,20.35627,19.80444,1
22.45356,21.50215,21.24058,21.48165,20.65693,1
23.39812,22.3392,21.92972,21.73857,21.31997,1
21.53002,19.47736,18.43133,17.96725,17.59457,2
19.24585,17.33943,16.44122,16.0178,15.6865,0
17.05414,15.3938,14.82571,14.64987,14.59573,0
22.64794,20.56387,18.92821,18.24584,17.89689,2
19.87691,18.07882,17.1291,16.68154,16.32252,0
23.3136,22.97213,21.86842,20.54222,19.83014,1
24.43631,21.30194,20.64906,20.3942,20.52892,1
18.49019,17.23142,17.01336,16.94974,16.96012,0
22.11348,20.47396,18.94918,18.28341,17.91009,2
17.98635,16.51638,15.86821,15.61387,15.48305,0
18.96003,17.18036,16.46474,16.17471,16.00187,0
22.76671,22.70952,21.64525,21.03129,21.45435,1
24.80689,22.00472,20.53469,19.41224,19.14948,1
16.29036,14.98015,14.40998,14.13269,13.9741,0
20.19879,18.69337,17.78191,17.32973,16.96651,0
24.39482,22.00873,20.4474,18.90064,18.06322,2
19.27269,17.4608,16.4682,15.98911,15.61668,0
21.15111,19.49559,18.08263,17.55004,17.19577,0
22.62377,21.27744,20.61595,20.19472,20.22593,1
23.90669,20.88102,19.32079,18.20319,17.7164,2
22.96911,22.29349,20.58013,19.6072,19.25318,1
22.4154,21.93271,20.19759,19.41914,19.04362,2
19.57347,18.13207,17.58797,17.38987,17.27197,0
23.02976,21.63545,19.67934,18.91675,18.44538,2
21.8323,21.02676,19.29624,18.6511,18.31733,2
22.66508,23.4543,22.13747,20.70039,19.5665,1
19.07786,18.1107,17.67268,17.46905,17.36322,0
21.5596,21.31897,20.89828,21.07856,21.25735,1
24.42263,22.89147,22.55502,22.10516,22.63221,1
18.78938,17.55794,17.09592,16.77179,16.62396,0
20.33466,19.76225,19.34741,19.28843,19.17436,2
20.5843,19.48638,18.8166,18.42211,18.20467,2
21.9239,21.29561,19.70535,18.92219,18.46577,2
25.09133,21.84329,20.59545,20.12938,19.56725,1
24.27123,21.48823,20.35912,19.55425,19.15866,1
14.77106,13.3994,12.66893,12.29842,11.91507,0
19.45883,18.14386,17.58288,17.23635,17.03649,0
24.16025,20.8009,20.3471,20.20409,20.08992,1
19.67627,18.88296,18.70347,18.29751,18.32097,2
20.88083,20.46064,20.17691,20.05899,19.76094,2
19.75471,18.4413,17.90553,17.7269,17.62125,0
22.91196,23.52088,22.06796,20.50195,19.75932,1
19.22135,18.03362,17.21183,16.79917,16.50383,0
22.08544,20.95595,20.58389,20.47469,20.52564,1
21.06232,20.76348,20.51021,20.38888,20.30305,2
22.04579,21.12668,21.09656,21.30148,21.3793,1
25.08761,22.00332,20.28128,19.42941,18.98201,1
19.68475,17.44643,16.15858,15.56404,15.09332,0
22.90345,21.61393,20.11558,19.30842,18.92423,2
23.7822,23.26068,22.59414,22.23016,21.91348,1
20.22234,19.86163,19.73049,19.67657,19.43719,2
22.84429,21.9401,21.7271,21.42331,21.0885,1
18.38509,17.45846,17.21347,17.10154,17.06914,0
21.09784,18.71157,17.45129,16.75374,16.22209,0
22.2262,21.65823,20.26383,19.4793,18.85751,2
23.29897,21.41087,19.5692,18.88639,18.47821,2
22.48121,20.84691,19.06483,18.42281,17.9304,2
18.00764,16.46286,15.80555,15.5412,15.40606,0
20.21448,18.54888,17.73361,17.32779,17.03036,0
21.24859,20.33955,19.96735,19.86115,19.82544,2
20.82024,19.70468,19.64808,19.70019,19.73487,2
22.76847,22.0687,21.95587,21.95677,21.70471,1
20.22097,19.87589,19.84393,19.93287,19.86072,2
19.23522,17.86338,17.08182,16.66724,16.39096,0
19.85564,18.62334,18.12675,17.92623,17.84184,0
20.27002,18.49603,17.5397,17.01239,16.5692,0
19.22762,17.05132,16.2325,15.75535,15.42307,0
22.08704,19.72497,18.19754,17.65555,17.29978,2
26.01562,21.82757,21.68554,21.56127,22.63194,1
19.88596,17.8797,16.84626,16.42504,16.0699,0
20.38562,20.40514,20.29996,20.05918,19.89044,2
20.1305,18.22154,17.20333,16.74035,16.35542,0
20.10253,18.45927,17.51128,17.03427,16.6828,0
25.44992,23.61489,21.75817,20.51358,19.8444,1
25.92508,22.21197,20.65753,19.67742,19.03847,1
23.00546,20.60006,19.42889,19.31003,19.10286,2
23.17696,21.47031,21.23796,21.09946,21.13328,1
16.68404,15.20344,14.48765,14.08321,13.80535,0
21.5867,21.67507,21.50481,21.1789,20.7982,1
25.31965,28.9032,21.181,20.03103,17.84232,1
17.36724,16.20259,15.75734,15.46221,15.28461,0
19.1325,18.9327,19.00026,19.00592,18.92895,2
24.46382,24.26724,21.71241,20.43359,19.62054,1
22.67437,20.34977,20.11749,19.63683,19.24752,2
23.51367,20.26941,18.61384,18.0227,17.65304,2
20.64312,20.28958,19.98767,20.0694,19.8316,2
20.99353,19.60516,18.91673,18.6688,18.51662,2
20.2014,18.29185,17.166,16.67483,16.29036,0
25.30131,22.49426,20.6347,18.93262,18.18365,1
25.0828,21.70221,20.249,19.30044,18.98219,1
23.01103,22.57766,20.98832,19.87094,19.28863,1
22.95933,22.71372,21.30472,20.0229,19.41566,1
22.18291,21.91811,21.7636,21.7371,23.02553,1
21.65479,21.66502,20.58045,19.64003,19.22271,2
25.20756,21.06941,20.55471,20.41058,20.46112,1
22.94142,21.93015,20.46952,19.66074,19.30952,1
24.15953,23.01809,23.21061,22.69567,21.54841,1
21.10832,19.72551,19.1648,18.93183,18.763,2
21.15007,20.19612,20.01698,20.05636,19.80421,2
26.32726,23.23321,21.64868,20.68234,20.81245,1
19.12791,17.73672,17.14451,16.82142,16.64796,0
22.513,21.3969,20.37477,19.6139,19.03276,2
21.85038,21.75693,20.12534,18.90394,18.3014,2
24.63466,21.86199,21.3043,20.23131,20.74063,1
22.26482,21.64762,19.63304,18.84296,18.43637,2
22.71388,22.24473,20.72134,19.41435,19.04988,2
21.90205,21.84933,20.25688,19.37233,18.87989,2
22.35838,21.7279,21.60518,21.63912,21.29517,1
19.88275,18.35297,17.59337,17.11964,16.84792,0
22.32934,21.92352,20.07964,19.05784,18.30106,2
20.53287,18.68572,17.76993,17.36247,17.07001,0
21.55663,19.1245,17.70193,16.6409,16.07539,0
24.00256,21.91312,20.23246,19.40006,19.0829,2
22.76293,20.73223,19.309,18.58268,18.16967,2
22.14261,21.63483,21.9,21.66109,21.03601,1
23.82783,22.65309,21.88083,21.77913,22.01614,1
24.70163,23.9483,21.68237,20.57982,19.90602,1
25.68099,22.77761,20.79916,19.82144,19.38368,1
26.62495,23.12864,20.90125,19.81844,19.29987,1
21.08648,20.47911,20.43679,20.43611,20.27132,2
22.56767,22.27597,21.96507,21.837,21.60548,1
18.70879,17.83109,17.84629,17.39885,17.33628,0
25.39345,23.29111,21.32762,19.9834,19.57511,1
20.18525,18.34568,17.45551,17.04214,16.74211,0
20.15203,18.16789,17.02654,16.52553,16.13438,0
19.56487,18.44825,18.05778,17.88966,17.82492,0
23.04885,21.87129,20.50298,19.70655,19.19445,1
21.8473,21.69795,21.63636,21.21473,21.48865,1
21.02906,20.51383,20.38501,20.25402,19.98111,2
25.58082,22.74013,20.99223,19.95578,19.50278,1
22.0218,22.08625,21.62552,21.98204,21.93662,1
25.15488,23.21784,23.11689,23.11244,21.90585,1
21.56235,19.95977,18.41888,17.86257,17.48167,2
22.24722,21.48293,20.24023,19.41849,19.13902,2
19.3707,17.96994,17.42312,17.21217,17.15436,0
18.95182,17.89428,17.51746,17.20551,17.03861,0
21.27109,21.07956,21.05654,20.72065,20.31826,1
19.65094,17.96919,17.22695,16.85961,16.56086,0
20.56177,18.47007,17.38588,16.92442,16.54007,0
18.94133,18.01392,17.61966,17.4471,17.3922,0
24.95187,22.91066,22.92237,22.17304,22.92944,1
22.13964,22.06092,21.69758,21.27664,21.03707,1
15.72414,13.95462,13.14217,12.72781,12.41403,0
23.37596,20.9109,19.48982,18.8374,18.49308,2
17.77746,16.0782,15.45936,15.26259,15.19506,0
22.55641,22.37983,20.77063,19.7423,19.29701,1
21.86715,21.19065,21.04216,20.61072,20.63327,1
22.78298,21.46713,20.97397,20.44941,20.20419,1
22.03814,21.75124,20.02543,19.06974,18.74935,2
22.67529,21.15671,20.86179,20.7636,20.8101,1
23.20913,22.12029,20.36549,19.51941,19.21655,1
23.99463,20.17625,18.79602,18.25883,17.87123,2
21.09926,20.91499,20.45053,20.11361,20.24443,2
23.47789,22.43852,20.79179,19.8591,19.32351,1
22.2961,21.37273,20.33576,19.41861,18.829,2
26.19579,24.20709,21.92962,20.5963,19.84957,1
19.80155,18.44421,17.64709,17.29246,17.01564,0
22.06502,22.99204,22.34025,21.19787,21.31996,1
23.40437,22.14741,20.44258,19.38658,18.90821,2
24.42784,20.26955,19.91856,19.77693,19.6887,2
19.61851,17.70463,16.84685,16.43495,16.11424,0
23.45559,22.59301,21.00824,19.76181,19.50364,1
19.20334,17.95994,17.38919,17.06105,16.93852,0
22.61079,21.96311,21.13512,20.03065,19.48726,1
22.61301,22.82113,22.09314,21.65482,20.73362,1
17.43651,15.71449,14.86973,14.43448,14.10382,0
19.29415,17.94263,17.18818,16.84291,16.6087,0
21.12011,18.88159,17.63246,17.15329,16.81396,0
21.18711,19.65211,18.83678,18.32561,18.14923,2
17.57792,15.98365,15.28314,14.95898,14.77827,0
24.20841,21.38633,19.75544,18.8896,18.53702,2
24.0606,22.40008,22.11748,21.29254,20.84723,1
21.32672,21.13668,20.86407,21.02573,21.19157,1
21.22631,20.90441,20.60533,20.304,20.43982,1
25.83974,23.17783,21.15395,20.02448,19.69928,1
21.12216,20.85298,20.92219,20.47899,20.7221,1
22.60189,20.96462,19.61382,18.79949,18.39208,2
21.56528,22.83215,20.40946,19.20229,18.59513,2
19.16329,19.29288,18.9376,18.93691,19.10149,2
23.15997,21.67703,21.08888,20.90086,21.10852,1
23.88395,23.37537,20.95956,19.73943,19.38452,1
23.85951,23.45643,21.67653,20.4614,19.70963,1
19.98505,18.01973,17.14147,16.72406,16.41283,0
22.25355,22.46093,20.83164,19.95042,19.29188,1
25.7105,22.46447,20.43464,19.32912,18.80231,1
21.19646,19.17206,17.96474,17.41463,16.93421,0
20.56031,20.36382,20.26627,20.19585,19.94117,2
19.59469,19.39359,19.08492,19.01972,19.14087,2
20.1176,18.81978,18.6128,18.4756,18.48144,2
25.37232,22.834,21.23843,20.18927,19.70273,1
22.54328,20.97296,19.32745,18.40921,17.8148,2
24.48291,22.55243,22.48142,22.29153,21.14596,1
22.25362,21.95596,21.72261,21.71069,21.18946,1
24.64478,22.13709,20.57281,19.59981,18.94939,1
19.43842,18.12745,17.42792,17.00941,16.72823,0
20.56718,18.58516,17.54367,17.09939,16.7471,0
23.71654,22.71144,21.18731,20.06838,19.71315,1
19.95566,19.86529,20.14185,20.37165,20.56779,2
21.24334,19.35464,18.61276,18.33972,18.15094,2
24.651,20.83323,20.53089,20.33804,20.30556,1
22.58282,21.56676,19.87438,19.05231,18.81367,2
21.80884,21.26886,21.07077,20.73729,20.60573,1
21.05133,22.03644,20.61967,20.494,20.59122,1
19.6983,19.47565,19.2668,19.27974,19.30354,2
25.05742,20.92012,19.13604,18.35539,17.86335,2
20.82417,20.38722,20.28993,19.97356,20.04399,2
22.68614,22.65696,21.96614,21.13199,20.85997,1
24.73248,22.23318,21.94864,22.22,21.73311,1
24.57162,22.64928,21.14581,19.94331,19.50777,1
19.41947,17.89958,17.09686,16.63163,16.31739,0
23.62861,23.96647,21.74924,20.37164,19.67553,1
20.11249,18.879,19.02509,19.1605,19.22063,2
19.19634,18.87775,18.64186,18.70279,18.63477,2
22.92798,20.43621,19.14013,18.53477,18.18734,2
26.05537,21.77641,20.15452,19.10883,18.60998,1
19.70899,18.32957,17.62116,17.24508,16.95756,0
20.521,18.70396,17.64533,17.16023,16.83449,0
23.11873,21.17554,19.43974,18.70396,18.40902,2
25.59933,23.25946,22.3439,20.78509,19.91646,1
22.19297,23.1779,22.1554,21.45484,21.00901,1
21.44873,19.562,18.81728,18.48829,18.34838,2
19.56543,18.18123,17.30066,16.80464,16.45952,0
21.745,20.45266,18.52812,17.89923,17.42788,2
25.10555,22.41504,21.05235,19.90889,19.57164,1
22.38451,19.80945,18.35414,17.79024,17.42787,2
25.04614,21.03287,19.28978,18.49291,18.04806,2
18.52962,17.52367,17.17409,16.90761,16.7465,0
22.22336,22.54253,22.05022,21.63444,20.67622,1
21.66529,21.71021,21.44613,21.38623,21.1551,1
24.31178,23.42776,21.30896,20.19625,19.92436,1
18.73518,17.81528,17.42779,17.25957,17.20699,0
18.76622,17.81606,17.43235,17.27407,17.23369,0
26.48645,22.02912,20.31576,19.22851,18.69249,1
23.47568,22.07708,20.50852,19.88907,19.54336,1
26.56439,21.69769,20.12023,19.08566,18.65955,1
24.92379,19.7575,19.86317,18.71565,17.93086,2
21.03299,18.40073,17.19114,16.68448,16.33252,0
